"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","multicellular organismal process","GO:0032501","false","2.7414605361186084e-15","14.562018001492804","7337","462","253","20972","RIPK3,SLITRK5,ST8SIA2,ULBP1,HLA-DQB2,OR2A14,LRCOL1,CCDC182,OLIG1,F2RL2,RIMS1,G6PC1,GABRA3,STAC2,PDX1,IVL,ASIP,CD177,PTGDS,SELP,BTN1A1,TWIST1,CACNA1F,CSRP3,CCN2,AFAP1L2,SLC7A11,DDIT4,CAV1,SLC7A1,LDLRAD4,ZMYND8,PARVA,OR2A42,IGFBP5,ANTXR1,TGFBI,KAZALD1,EZH2,NAV2,ATXN1,SEMA3C,LPCAT1,SOCS2,ITGA6,GREB1L,INAVA,PXDN,S100A6,PHGDH,CXCR4,CHAC1,PHLDB1,INHBB,NEDD9,ALCAM,FBN1,BCAS1,SLC2A10,NFATC2,CITED2,FREM2,EHD3,MGP,DKK1,ZFP36L2,VEZF1,SPDEF,RASGRP1,UGDH,PCDHB5,LRP4,STC2,NR5A2,SAMD11,MAFB,SHH,ZBTB20,KRT81,FOXO1,SASH1,ZBED6,DOCK11,SIX2,CPS1,ABCG1,UNC5B,SCIN,ANKS6,MRC2,CAPN9,IRS2,PCDHB13,KRT83,BCAR3,PTPN14,IL1R1,SPOCK1,HNMT,BMP7,KLF4,EGFR,SCN1B,FOSB,SMIM14,BCL11B,AREG,MAP2K6,FERMT1,CRACR2A,SLC1A4,CREB3L1,RIN2,ABLIM1,ABCC3,NFATC4,ADM2,CD109,KIF13B,IL4R,SH3PXD2A,GCNT1,PKP1,GDF15,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,SLC26A2,PMP22,ONECUT1,FOXC1,ACTA2,CLSTN2,ZBED3,RUNX2,ERRFI1,CEMIP,AHSG,MYBPH,NMBR,BARHL1,TAC3,PREX2,HEG1,SEMA5A,ANKFN1,AQP2,SCN1A,KRT16,ITM2C,ACP3,KIF26B,FOS,DLG2,KRT6A,HPN,SPRED1,PHOSPHO1,NPAS1,NTSR1,P2RY1,ECEL1,NPR1,PCDHGA5,PSG5,PROS1,KIF26A,RNF125,NEURL1,MZB1,PLA2R1,WWC2,GPR173,ST6GALNAC1,MID1,DUSP1,PCDHGA4,EGR1,SRPX2,HS3ST5,NR1D1,ISL2,POMK,GRHL3,F2R,SLC2A12,ZNF354C,TPO,TNXB,PLXNA2,GAS2,DHH,MB,ABCC9,FGF13,VWF,OXTR,OR2AP1,ATP8A2,CALHM3,ARHGAP42,KCNMB4,APOLD1,SYNPO2L,RFTN1,BIRC7,SPRY2,MATN3,DLX3,AXIN2,TFCP2L1,AZGP1,TMC7,COL5A2,COL4A3,NUPR1,SLC44A4,RASSF2,FAM3D,PCDHGB2,P2RX7,VANGL2,HOXB1,AMTN,CHRM1,TBX5,LY6D,IGF2BP1,GJB4,IRF4,BMP6,INPP5D,ANO1,ACADL,SLIT1,CACNA1S,HNF4A,PDGFC,GLI2,CHRD,CACNA1G,ANOS1,LPO,HOXB13,ARHGDIB,DSG1,GRXCR2,MN1,TBX4,PCDHA9,ESRRG"
"GO:BP","multicellular organism development","GO:0007275","false","1.3508568622155754e-13","12.869390666702085","4690","462","182","20972","RIPK3,SLITRK5,ST8SIA2,CCDC182,OLIG1,RIMS1,GABRA3,PDX1,TWIST1,CSRP3,CCN2,SLC7A11,DDIT4,CAV1,ZMYND8,PARVA,IGFBP5,ANTXR1,TGFBI,EZH2,NAV2,ATXN1,SEMA3C,LPCAT1,SOCS2,ITGA6,GREB1L,PXDN,S100A6,PHGDH,CXCR4,CHAC1,PHLDB1,INHBB,NEDD9,ALCAM,FBN1,BCAS1,SLC2A10,NFATC2,CITED2,FREM2,MGP,DKK1,ZFP36L2,VEZF1,SPDEF,RASGRP1,UGDH,PCDHB5,LRP4,STC2,NR5A2,SAMD11,MAFB,SHH,FOXO1,SASH1,ZBED6,SIX2,CPS1,UNC5B,SCIN,ANKS6,IRS2,PCDHB13,BCAR3,PTPN14,SPOCK1,BMP7,KLF4,EGFR,SCN1B,SMIM14,BCL11B,AREG,MAP2K6,FERMT1,CREB3L1,RIN2,NFATC4,ADM2,CD109,KIF13B,IL4R,SH3PXD2A,GCNT1,PKP1,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,SLC26A2,PMP22,ONECUT1,FOXC1,ACTA2,CLSTN2,ZBED3,RUNX2,ERRFI1,AHSG,BARHL1,PREX2,HEG1,SEMA5A,AQP2,SCN1A,ITM2C,KIF26B,FOS,DLG2,HPN,SPRED1,PHOSPHO1,NPAS1,P2RY1,NPR1,PCDHGA5,KIF26A,NEURL1,GPR173,MID1,DUSP1,PCDHGA4,EGR1,SRPX2,NR1D1,ISL2,POMK,GRHL3,SLC2A12,ZNF354C,TPO,TNXB,PLXNA2,GAS2,DHH,MB,ABCC9,FGF13,ATP8A2,APOLD1,SYNPO2L,BIRC7,SPRY2,MATN3,DLX3,AXIN2,TFCP2L1,COL5A2,COL4A3,NUPR1,SLC44A4,RASSF2,FAM3D,PCDHGB2,P2RX7,VANGL2,HOXB1,AMTN,CHRM1,TBX5,IGF2BP1,IRF4,BMP6,INPP5D,ANO1,SLIT1,CACNA1S,HNF4A,PDGFC,GLI2,CHRD,CACNA1G,ANOS1,HOXB13,ARHGDIB,GRXCR2,TBX4,PCDHA9"
"GO:BP","animal organ development","GO:0048513","false","4.351504131954322e-13","12.361360599758774","3018","462","134","20972","RIPK3,SLITRK5,TMPRSS11F,CCDC182,OLIG1,PDX1,IVL,TWIST1,CSRP3,CCN2,SLC7A11,DDIT4,CAV1,LDLRAD4,PARVA,IGFBP5,TGFBI,EZH2,ATXN1,SEMA3C,LPCAT1,SOCS2,ITGA6,GREB1L,PXDN,PHGDH,CXCR4,PHLDB1,INHBB,FBN1,SLC2A10,NFATC2,CAV2,CITED2,FREM2,MGP,DKK1,SPDEF,ATP2C2,FHL1,LRP4,STC2,NR5A2,SAMD11,MAFB,SHH,KRT81,SIX2,HIVEP3,CPS1,SCIN,ANKS6,IRS2,KRT83,BCAR3,BMP7,KLF4,EGFR,BCL11B,AREG,MAP2K6,FERMT1,ABLIM1,NFATC4,CD109,GCNT1,PKP1,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,SLC26A2,ONECUT1,FOXC1,ACTA2,RUNX2,ERRFI1,AHSG,BARHL1,HEG1,SEMA5A,AQP2,KRT16,KIF26B,FOS,KRT6A,HPN,SPRED1,PHOSPHO1,KIF26A,NEURL1,EGR1,POMK,GRHL3,TPO,TNXB,PLXNA2,S100A4,GAS2,DHH,MB,ABCC9,FGF13,OXTR,ATP8A2,SYNPO2L,BIRC7,SPRY2,MATN3,DLX3,AXIN2,TFCP2L1,B4GALNT2,COL5A2,COL4A3,NUPR1,HLF,SLC44A4,P2RX7,VANGL2,HOXB1,AMTN,TBX5,IGF2BP1,BMP6,SLIT1,CACNA1S,PDGFC,GLI2,CACNA1G,HOXB13,GRXCR2,TBX4"
"GO:BP","tissue development","GO:0009888","false","1.267566726245014e-12","11.897029169606261","2014","462","102","20972","TMPRSS11F,PDX1,IVL,TWIST1,CSRP3,CCN2,CAV1,LDLRAD4,IGFBP5,TGFBI,EZH2,SEMA3C,ITGA6,GREB1L,PHGDH,PHLDB1,NFATC2,CAV2,CITED2,FREM2,MGP,DKK1,VEZF1,SPDEF,ATP2C2,LRP4,STC2,NR5A2,MAFB,SHH,KRT81,SIX2,HIVEP3,CPS1,SCIN,KRT83,BMP7,KLF4,EGFR,BCL11B,AREG,FERMT1,NFATC4,CD109,CALML5,GCNT1,PKP1,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,SLC26A2,ONECUT1,FOXC1,ACTA2,RUNX2,ERRFI1,AMER2,AHSG,HEG1,SEMA5A,KRT16,KIF26B,FOS,KRT6A,HPN,SPRED1,PHOSPHO1,NEURL1,DUSP1,EGR1,GRHL3,TNXB,PLXNA2,S100A4,ABCC9,COL17A1,APOLD1,SPRY2,MATN3,DLX3,AXIN2,TFCP2L1,B4GALNT2,COL5A2,NUPR1,HLF,SLC44A4,P2RX7,VANGL2,AMTN,TBX5,BMP6,KRT23,CACNA1S,GLI2,CHRD,CACNA1G,HOXB13,GRXCR2,TBX4"
"GO:BP","system development","GO:0048731","false","3.8808110021455305e-12","11.411077507150205","4023","462","160","20972","RIPK3,SLITRK5,ST8SIA2,CCDC182,OLIG1,RIMS1,GABRA3,PDX1,TWIST1,CSRP3,CCN2,SLC7A11,DDIT4,CAV1,ZMYND8,PARVA,IGFBP5,ANTXR1,TGFBI,EZH2,NAV2,ATXN1,SEMA3C,LPCAT1,SOCS2,ITGA6,GREB1L,PXDN,S100A6,PHGDH,CXCR4,CHAC1,INHBB,ALCAM,FBN1,BCAS1,SLC2A10,NFATC2,CITED2,FREM2,MGP,DKK1,VEZF1,SPDEF,UGDH,PCDHB5,LRP4,NR5A2,SAMD11,MAFB,SHH,FOXO1,SASH1,SIX2,CPS1,UNC5B,SCIN,ANKS6,IRS2,PCDHB13,BCAR3,PTPN14,SPOCK1,BMP7,KLF4,EGFR,SCN1B,BCL11B,AREG,MAP2K6,CREB3L1,RIN2,NFATC4,ADM2,KIF13B,GCNT1,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,SLC26A2,PMP22,ONECUT1,FOXC1,ACTA2,CLSTN2,RUNX2,ERRFI1,AHSG,BARHL1,PREX2,HEG1,SEMA5A,AQP2,SCN1A,ITM2C,KIF26B,FOS,DLG2,SPRED1,PHOSPHO1,NPAS1,P2RY1,NPR1,PCDHGA5,KIF26A,NEURL1,GPR173,PCDHGA4,EGR1,SRPX2,NR1D1,ISL2,POMK,GRHL3,SLC2A12,ZNF354C,TNXB,PLXNA2,GAS2,DHH,MB,ABCC9,FGF13,ATP8A2,APOLD1,SYNPO2L,BIRC7,SPRY2,MATN3,DLX3,AXIN2,TFCP2L1,COL5A2,COL4A3,NUPR1,SLC44A4,RASSF2,FAM3D,PCDHGB2,P2RX7,VANGL2,HOXB1,CHRM1,TBX5,IGF2BP1,BMP6,ANO1,SLIT1,CACNA1S,PDGFC,GLI2,CHRD,CACNA1G,ANOS1,HOXB13,GRXCR2,TBX4,PCDHA9"
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","2.765502103032497e-11","10.558226006934442","2699","462","120","20972","SLITRK5,ST8SIA2,RIMS1,PDX1,TWIST1,CSRP3,CCN2,CAV1,PARVA,IGFBP5,TGFBI,SEMA3C,ITGA6,GREB1L,PXDN,S100A6,PHLDB1,ALCAM,FBN1,NFATC2,CITED2,FREM2,MGP,DKK1,VEZF1,FHL1,UGDH,LRP4,NR5A2,SAMD11,MAFB,SHH,SASH1,SIX2,UNC5B,DNMBP,BCAR3,PTPN14,BMP7,KLF4,EGFR,SCN1B,BCL11B,AREG,FERMT1,CREB3L1,RIN2,ABLIM1,NFATC4,ADM2,CD109,KIF13B,IL4R,SH3PXD2A,GCNT1,GDF15,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,PMP22,ONECUT1,FOXC1,ACTA2,RUNX2,ERRFI1,MYBPH,PREX2,CDC42EP5,HEG1,SEMA5A,SOX30,KRT16,KIF26B,KRT6A,HPN,SPRED1,PHOSPHO1,P2RY1,NPR1,DUSP1,SRPX2,ISL2,GRHL3,F2R,ZNF354C,PLXNA2,GAS2,ABCC9,FGF13,ATP8A2,APOLD1,SYNPO2L,SPRY2,DLX3,AXIN2,TFCP2L1,COL5A2,COL4A3,SLC44A4,P2RX7,VANGL2,HOXB1,AMTN,TBX5,IGF2BP1,BMP6,ANO1,SLIT1,CACNA1S,HNF4A,PDGFC,GLI2,ANOS1,HOXB13,MYBPC2,GRXCR2,TBX4,CDC42EP3"
"GO:BP","cell communication","GO:0007154","false","1.8137240938946127e-10","9.741428777701811","6598","462","221","20972","GJA9,CHAT,RIPK3,FYB2,SLITRK5,GPR20,MSMP,ULBP1,OR2A14,RCAN2,GPR151,F2RL2,RIMS1,GABRA3,NLRP2B,GRIA3,PDX1,ASIP,KCNK10,CD177,SELP,BTN1A1,TWIST1,CALCB,CSRP3,CCN2,AFAP1L2,SLC7A11,DDIT4,CAV1,LDLRAD4,ZMYND8,PSCA,OR2A42,IGFBP5,KAZALD1,EZH2,ARHGAP36,SORCS1,TRIB3,SEMA3C,SOCS2,ITGA6,INAVA,HERPUD1,PXDN,S100A6,CXCR4,CHAC1,GNA14,INHBB,SYTL4,NEDD9,ALCAM,FBN1,SLC2A10,NFATC2,CAV2,CITED2,FREM2,ADGRA1,DKK1,ZFP36L2,RASGRP1,PCDHB5,TCF7L1,LRP4,NET1,STC2,NR5A2,MAFB,SHH,PTPRN2,GRM4,FOXO1,IL17REL,SASH1,ZBED6,DOCK11,UNC5B,RNF152,DNMBP,PLCB4,IRS2,PSD3,PCDHB13,BCAR3,HCAR1,IL1R1,FRAT2,BMP7,KLF4,EGFR,SCN1B,CGNL1,AREG,MAP2K6,FERMT1,CRACR2A,SLC1A4,RGS22,CREB3L1,RIN2,NFATC4,ADM2,CD109,CALML5,KIF13B,IL4R,FGFR4,OLFML2A,PKP1,PLCH2,CREBRF,GDF15,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,PRODH,PLCXD3,PMP22,ONECUT1,FOXC1,ACTA2,CLSTN2,ZBED3,RUNX2,ERRFI1,AMER2,AHSG,GAST,NMBR,TAC3,PREX2,CDC42EP5,DEPTOR,HEG1,SEMA5A,SOX30,SCN1A,ARHGAP31,ITM2C,ACP3,FOS,DLG2,SPRED1,NTSR1,SSTR5,P2RY1,ECEL1,NPR1,PROS1,KIF26A,RNF125,NEURL1,MZB1,PLA2R1,WWC2,GPR173,MID1,DUSP1,EGR1,NR1D1,F2R,SH3RF2,TNXB,PLXNA2,S100A4,GAS2,DHH,RAB3B,ABCC9,FGF13,VWF,OXTR,TNS3,OR2AP1,ARHGAP42,KCNMB4,SYNPO2L,RFTN1,BIRC7,SPRY2,DLX3,AXIN2,PLPPR3,COL4A3,NUPR1,SLC44A4,CMKLR2,SRGAP3,RASSF2,FAM3D,P2RX7,VANGL2,SHISA2,CHRM1,TBX5,DOC2B,GJB4,IRF4,BMP6,INPP5D,ANO1,STARD8,HNF4A,ADGRG2,PDGFC,GLI2,CHRD,PIK3R5,CACNA1G,CCRL2,ARHGDIB,INHBE,GPR139,MN1,CDC42EP3,ESRRG"
"GO:BP","signaling","GO:0023052","false","1.8545943432610173e-10","9.73175106920218","6558","462","220","20972","GJA9,CHAT,RIPK3,FYB2,SLITRK5,GPR20,MSMP,ULBP1,OR2A14,RCAN2,GPR151,F2RL2,RIMS1,GABRA3,NLRP2B,GRIA3,PDX1,ASIP,KCNK10,CD177,SELP,BTN1A1,TWIST1,CALCB,CSRP3,CCN2,AFAP1L2,SLC7A11,DDIT4,CAV1,LDLRAD4,ZMYND8,PSCA,OR2A42,IGFBP5,KAZALD1,EZH2,ARHGAP36,SORCS1,TRIB3,SEMA3C,SOCS2,ITGA6,INAVA,HERPUD1,PXDN,S100A6,CXCR4,CHAC1,GNA14,INHBB,SYTL4,NEDD9,ALCAM,FBN1,SLC2A10,NFATC2,CAV2,CITED2,ADGRA1,DKK1,ZFP36L2,RASGRP1,PCDHB5,TCF7L1,LRP4,NET1,STC2,NR5A2,MAFB,SHH,PTPRN2,GRM4,FOXO1,IL17REL,SASH1,ZBED6,DOCK11,UNC5B,RNF152,DNMBP,PLCB4,IRS2,PSD3,PCDHB13,LMO7,BCAR3,HCAR1,IL1R1,FRAT2,BMP7,KLF4,EGFR,SCN1B,CGNL1,AREG,MAP2K6,FERMT1,CRACR2A,SLC1A4,RGS22,CREB3L1,RIN2,NFATC4,ADM2,CD109,CALML5,KIF13B,IL4R,FGFR4,OLFML2A,PKP1,PLCH2,CREBRF,GDF15,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,PRODH,PLCXD3,PMP22,ONECUT1,FOXC1,ACTA2,CLSTN2,ZBED3,RUNX2,ERRFI1,AMER2,AHSG,GAST,NMBR,TAC3,PREX2,CDC42EP5,DEPTOR,HEG1,SEMA5A,SOX30,ARHGAP31,ITM2C,ACP3,FOS,DLG2,SPRED1,NTSR1,SSTR5,P2RY1,ECEL1,NPR1,PROS1,KIF26A,RNF125,NEURL1,MZB1,PLA2R1,WWC2,GPR173,MID1,DUSP1,EGR1,NR1D1,F2R,SH3RF2,TNXB,PLXNA2,S100A4,GAS2,DHH,RAB3B,ABCC9,FGF13,VWF,OXTR,TNS3,OR2AP1,ARHGAP42,KCNMB4,SYNPO2L,RFTN1,BIRC7,SPRY2,DLX3,AXIN2,PLPPR3,COL4A3,NUPR1,SLC44A4,CMKLR2,SRGAP3,RASSF2,FAM3D,P2RX7,VANGL2,SHISA2,CHRM1,TBX5,DOC2B,GJB4,IRF4,BMP6,INPP5D,ANO1,STARD8,HNF4A,ADGRG2,PDGFC,GLI2,CHRD,PIK3R5,CACNA1G,CCRL2,ARHGDIB,INHBE,GPR139,MN1,CDC42EP3,ESRRG"
"GO:BP","regulation of multicellular organismal process","GO:0051239","false","2.6666564768717197e-10","9.574032927245284","2923","462","124","20972","RIPK3,SLITRK5,ST8SIA2,HLA-DQB2,RIMS1,PTGDS,SELP,BTN1A1,TWIST1,CSRP3,CCN2,AFAP1L2,CAV1,SLC7A1,LDLRAD4,ZMYND8,IGFBP5,EZH2,SOCS2,INAVA,CXCR4,PHLDB1,INHBB,NEDD9,FBN1,SLC2A10,NFATC2,CITED2,EHD3,MGP,DKK1,ZFP36L2,VEZF1,RASGRP1,LRP4,STC2,NR5A2,MAFB,SHH,ZBTB20,FOXO1,SASH1,SIX2,SCIN,IRS2,IL1R1,BMP7,KLF4,EGFR,SCN1B,MAP2K6,FERMT1,CREB3L1,NFATC4,ADM2,CD109,IL4R,PKP1,GDF15,LFNG,EFEMP1,FAT4,TIAM1,FOXC1,ACTA2,CLSTN2,ZBED3,RUNX2,ERRFI1,AHSG,MYBPH,NMBR,HEG1,SEMA5A,ACP3,FOS,HPN,SPRED1,PHOSPHO1,NTSR1,P2RY1,NPR1,PROS1,RNF125,NEURL1,MZB1,PLA2R1,WWC2,EGR1,SRPX2,HS3ST5,NR1D1,F2R,ZNF354C,TNXB,ABCC9,FGF13,OXTR,ATP8A2,ARHGAP42,KCNMB4,APOLD1,RFTN1,SPRY2,AXIN2,COL4A3,NUPR1,RASSF2,P2RX7,AMTN,TBX5,IGF2BP1,IRF4,BMP6,INPP5D,ACADL,SLIT1,CACNA1S,HNF4A,PDGFC,GLI2,CACNA1G,ARHGDIB,ESRRG"
"GO:BP","regulation of signaling","GO:0023051","false","4.840964399484326e-9","8.315068111154682","3473","462","136","20972","RIPK3,SLITRK5,GPR151,F2RL2,RIMS1,NLRP2B,GRIA3,PDX1,CD177,SELP,TWIST1,CCN2,AFAP1L2,SLC7A11,DDIT4,CAV1,LDLRAD4,ZMYND8,PSCA,IGFBP5,KAZALD1,EZH2,SOCS2,ITGA6,INAVA,HERPUD1,PXDN,CXCR4,CHAC1,INHBB,SYTL4,SLC2A10,CAV2,CITED2,DKK1,RASGRP1,TCF7L1,LRP4,NET1,SHH,GRM4,FOXO1,SASH1,ZBED6,DOCK11,UNC5B,RNF152,DNMBP,PLCB4,IRS2,PSD3,LMO7,BCAR3,IL1R1,BMP7,KLF4,EGFR,CGNL1,MAP2K6,FERMT1,CRACR2A,RGS22,CREB3L1,NFATC4,CD109,FGFR4,CREBRF,GDF15,LFNG,TIAM1,PRODH,ONECUT1,ACTA2,CLSTN2,ZBED3,RUNX2,ERRFI1,AMER2,AHSG,PREX2,DEPTOR,HEG1,SEMA5A,SOX30,ARHGAP31,ITM2C,ACP3,SPRED1,NTSR1,SSTR5,P2RY1,PROS1,KIF26A,RNF125,NEURL1,MZB1,PLA2R1,WWC2,MID1,DUSP1,EGR1,NR1D1,F2R,SH3RF2,TNXB,S100A4,GAS2,DHH,VWF,TNS3,ARHGAP42,KCNMB4,SYNPO2L,BIRC7,SPRY2,AXIN2,NUPR1,SRGAP3,RASSF2,FAM3D,P2RX7,SHISA2,CHRM1,DOC2B,IRF4,BMP6,INPP5D,ANO1,STARD8,HNF4A,PDGFC,GLI2,CHRD,PIK3R5,ARHGDIB,MN1"
"GO:BP","cell differentiation","GO:0030154","false","5.3169900104096915e-9","8.274334155639934","4443","462","162","20972","RIPK3,SLITRK5,ST8SIA2,OLIG1,KCTD19,RIMS1,EFCAB9,PDX1,IVL,TWIST1,CSRP3,SLC22A16,CCN2,DDIT4,CAV1,LDLRAD4,ZMYND8,IGFBP5,TGFBI,KLF3,KAZALD1,EZH2,JDP2,NAV2,TRIB3,SEMA3C,SOCS2,ITGA6,S100A6,PHGDH,CXCR4,CHAC1,PHLDB1,INHBB,NEDD9,ALCAM,FBN1,NFATC2,CAV2,CITED2,MGP,DKK1,ZFP36L2,VEZF1,SPDEF,FHL1,RASGRP1,UGDH,LRP4,PLEKHM3,NR5A2,SAMD11,MAFB,SHH,KRT81,FOXO1,ZBED6,CEACAM5,DOCK11,SIX2,HIVEP3,CPS1,ABCG1,UNC5B,SCIN,MRC2,SPATA46,KRT83,SPOCK1,BMP7,KLF4,EGFR,SCN1B,BCL11B,AREG,MAP2K6,CRACR2A,CREB3L1,RIN2,NFATC4,CD109,KIF13B,IL4R,SH3PXD2A,PKP1,GDF15,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,SLC26A2,PMP22,ONECUT1,FOXC1,ACTA2,RUNX2,ERRFI1,MYBPH,BARHL1,PREX2,HEG1,SEMA5A,SOX30,NKX1-2,KRT16,ITM2C,FOS,SPATA9,KRT6A,HPN,SPRED1,P2RY1,TDRD9,KIF26A,NEURL1,GPR173,EGR1,NR1D1,ISL2,PAQR5,TPO,TNXB,S100A4,DHH,MB,FGF13,ATP8A2,APOLD1,SYNPO2L,SPRY2,DLX3,AXIN2,TFCP2L1,B4GALNT2,COL5A2,NUPR1,HLF,SLC44A4,LRMDA,RASSF2,VANGL2,CHRM1,TBX5,LY6D,IGF2BP1,IRF4,BMP6,INPP5D,KRT23,ANO1,SLIT1,CACNA1S,HNF4A,GLI2,CHRD,ANOS1,HOXB13,MYBPC2,GRXCR2,SPMAP2,TBX4"
"GO:BP","cellular developmental process","GO:0048869","false","5.419452899360457e-9","8.266044553827212","4444","462","162","20972","RIPK3,SLITRK5,ST8SIA2,OLIG1,KCTD19,RIMS1,EFCAB9,PDX1,IVL,TWIST1,CSRP3,SLC22A16,CCN2,DDIT4,CAV1,LDLRAD4,ZMYND8,IGFBP5,TGFBI,KLF3,KAZALD1,EZH2,JDP2,NAV2,TRIB3,SEMA3C,SOCS2,ITGA6,S100A6,PHGDH,CXCR4,CHAC1,PHLDB1,INHBB,NEDD9,ALCAM,FBN1,NFATC2,CAV2,CITED2,MGP,DKK1,ZFP36L2,VEZF1,SPDEF,FHL1,RASGRP1,UGDH,LRP4,PLEKHM3,NR5A2,SAMD11,MAFB,SHH,KRT81,FOXO1,ZBED6,CEACAM5,DOCK11,SIX2,HIVEP3,CPS1,ABCG1,UNC5B,SCIN,MRC2,SPATA46,KRT83,SPOCK1,BMP7,KLF4,EGFR,SCN1B,BCL11B,AREG,MAP2K6,CRACR2A,CREB3L1,RIN2,NFATC4,CD109,KIF13B,IL4R,SH3PXD2A,PKP1,GDF15,LFNG,EFEMP1,FAT4,SEMA4G,TIAM1,SLC26A2,PMP22,ONECUT1,FOXC1,ACTA2,RUNX2,ERRFI1,MYBPH,BARHL1,PREX2,HEG1,SEMA5A,SOX30,NKX1-2,KRT16,ITM2C,FOS,SPATA9,KRT6A,HPN,SPRED1,P2RY1,TDRD9,KIF26A,NEURL1,GPR173,EGR1,NR1D1,ISL2,PAQR5,TPO,TNXB,S100A4,DHH,MB,FGF13,ATP8A2,APOLD1,SYNPO2L,SPRY2,DLX3,AXIN2,TFCP2L1,B4GALNT2,COL5A2,NUPR1,HLF,SLC44A4,LRMDA,RASSF2,VANGL2,CHRM1,TBX5,LY6D,IGF2BP1,IRF4,BMP6,INPP5D,KRT23,ANO1,SLIT1,CACNA1S,HNF4A,GLI2,CHRD,ANOS1,HOXB13,MYBPC2,GRXCR2,SPMAP2,TBX4"
"GO:BP","regulation of cell communication","GO:0010646","false","5.622866666765354e-9","8.25004221465432","3480","462","136","20972","RIPK3,SLITRK5,GPR151,F2RL2,RIMS1,NLRP2B,GRIA3,PDX1,CD177,SELP,TWIST1,CCN2,AFAP1L2,SLC7A11,DDIT4,CAV1,LDLRAD4,ZMYND8,PSCA,IGFBP5,KAZALD1,EZH2,SOCS2,ITGA6,INAVA,HERPUD1,PXDN,CXCR4,CHAC1,INHBB,SYTL4,SLC2A10,CAV2,CITED2,DKK1,RASGRP1,TCF7L1,LRP4,NET1,SHH,GRM4,FOXO1,SASH1,ZBED6,DOCK11,UNC5B,RNF152,DNMBP,PLCB4,IRS2,PSD3,BCAR3,IL1R1,BMP7,KLF4,EGFR,CGNL1,MAP2K6,FERMT1,CRACR2A,RGS22,CREB3L1,NFATC4,CD109,FGFR4,CREBRF,GDF15,LFNG,TIAM1,PRODH,ONECUT1,ACTA2,CLSTN2,ZBED3,RUNX2,ERRFI1,AMER2,AHSG,PREX2,DEPTOR,HEG1,SEMA5A,SOX30,ARHGAP31,ITM2C,ACP3,SPRED1,NTSR1,SSTR5,P2RY1,PROS1,KIF26A,RNF125,NEURL1,MZB1,PLA2R1,WWC2,MID1,DUSP1,EGR1,NR1D1,F2R,SH3RF2,TNXB,S100A4,GAS2,DHH,VWF,TNS3,ARHGAP42,KCNMB4,SYNPO2L,BIRC7,SPRY2,AXIN2,NUPR1,SRGAP3,RASSF2,FAM3D,P2RX7,SHISA2,CHRM1,TBX5,DOC2B,IRF4,BMP6,INPP5D,ANO1,STARD8,HNF4A,PDGFC,GLI2,CHRD,PIK3R5,ARHGDIB,MN1"
"GO:BP","animal organ morphogenesis","GO:0009887","false","1.0956577558881338e-8","7.960325082659045","1000","462","59","20972","PDX1,TWIST1,CCN2,CAV1,PARVA,IGFBP5,SEMA3C,ITGA6,GREB1L,FBN1,CITED2,MGP,DKK1,FHL1,LRP4,NR5A2,SAMD11,MAFB,SHH,SIX2,BCAR3,BMP7,EGFR,BCL11B,AREG,ABLIM1,GCNT1,LFNG,EFEMP1,FAT4,FOXC1,ACTA2,RUNX2,ERRFI1,HEG1,KIF26B,HPN,PHOSPHO1,GRHL3,ABCC9,ATP8A2,SYNPO2L,SPRY2,DLX3,AXIN2,COL5A2,SLC44A4,P2RX7,VANGL2,HOXB1,AMTN,TBX5,BMP6,SLIT1,PDGFC,GLI2,HOXB13,GRXCR2,TBX4"
