"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","GeneName","significance","negLog10FDR"
2.590525,5.52901666666667,43.9102795508016,1.80957176368976e-07,7.22598369106136e-05,8.39038788042642,"ADCY5","adenylate cyclase 5","Up",4.14110302296313
2.387275,5.21686666666667,43.621188491256,1.8680636480824e-07,7.22598369106136e-05,8.36379917036666,"GLRA3","glycine receptor alpha 3","Up",4.14110302296313
2.588,5.85118333333333,43.3663408826345,1.92152849379317e-07,7.22598369106136e-05,8.34012421664686,"CFB","complement factor B","Up",4.14110302296313
2.92215,0.5543,42.7027104879224,2.06966094296245e-07,7.22598369106136e-05,8.27741733603433,"CSMD3","CUB and Sushi multiple domains 3","Up",4.14110302296313
-2.0706,2.77445,-42.6052867103728,2.09255050778257e-07,7.22598369106136e-05,8.26808106811083,"ULBP1","UL16 binding protein 1","Down",4.14110302296313
3.512925,1.1186,41.7534013725822,2.30628865796927e-07,7.22598369106136e-05,8.18498138212943,"UNC5C","unc-5 netrin receptor C","Up",4.14110302296313
5.3898,8.80055,40.2875350369642,2.73931639348066e-07,7.22598369106136e-05,8.03559850072459,"IFI6","interferon alpha inducible protein 6","Up",4.14110302296313
6.403225,6.79146666666667,38.9978454322249,3.20377102506407e-07,7.22598369106136e-05,7.89707368000932,"IFI27","interferon alpha inducible protein 27","Up",4.14110302296313
2.922525,4.24245,37.9642361537284,3.64594351971322e-07,7.22598369106136e-05,7.78094415297261,"SYNPO2","synaptopodin 2","Up",4.14110302296313
-1.6248,-4.7031,-37.6766399581331,3.7818422450799e-07,7.22598369106136e-05,7.74778627809121,"LOC112268252","uncharacterized LOC112268252","Down",4.14110302296313
-1.62405,-4.70335,-37.629665331223,3.80461599540604e-07,7.22598369106136e-05,7.74233461786624,"HLA-DQB2","major histocompatibility complex, class II, DQ beta 2","Down",4.14110302296313
2.267425,6.24506666666667,37.5300822847221,3.85344446094209e-07,7.22598369106136e-05,7.73074396060751,"LOC102723728","nodal modulator 3-like","Up",4.14110302296313
-2.100475,4.45893333333333,-37.3212295338985,3.95832982358444e-07,7.22598369106136e-05,7.70628639011568,"C9orf152","chromosome 9 open reading frame 152","Down",4.14110302296313
-1.629,-4.7017,-37.0850809093784,4.08110282128931e-07,7.22598369106136e-05,7.6783872602577,"FAM88F","family with sequence similarity 88 member F","Down",4.14110302296313
-1.5944,-4.71323333333333,-37.0797179572505,4.08394394728021e-07,7.22598369106136e-05,7.67775062411891,"LOC105372246","uncharacterized LOC105372246","Down",4.14110302296313
