"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","GeneName","significance","negLog10FDR"
-0.635124999999999,4.46128333333333,-10.6645358404405,0.000154539280200393,0.00315414169895524,1.25565483487014,"TMEM154","transmembrane protein 154","Not significant",2.50111880000774
0.745499999999999,4.1787,10.6632669945847,0.000154624963198108,0.00315414169895524,1.25500753871973,"MRPL39","mitochondrial ribosomal protein L39","Not significant",2.50111880000774
-0.469299999999999,9.09503333333333,-10.6525019026687,0.000155354209358662,0.00316689191096389,1.24951276756352,"HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1","Not significant",2.49936675925929
0.619350000000001,5.89295,10.6499383378099,0.000155528477607534,0.00316831940241514,1.24820346651997,"PDLIM7","PDZ and LIM domain 7","Not significant",2.49917104308186
2.873225,-0.120416666666667,10.6448787334447,0.000155873112563378,0.00317321325067067,1.24561845518723,"S100A7A","S100 calcium binding protein A7A","Up",2.49850074085972
-0.618825000000001,4.0443,-10.6406938289352,0.000156158859849397,0.00317690253431231,1.24347943822582,"CNST","consortin, connexin sorting protein","Not significant",2.49799610889323
-0.4872,6.79245,-10.6373074351979,0.000156390544569932,0.00317948776699567,1.24174796463659,"ZDHHC7","zinc finger DHHC-type palmitoyltransferase 7","Not significant",2.49764284161495
3.187525,0.173866666666667,10.6287081669311,0.000156980730970968,0.00318935316653182,1.23734873060715,"BTN3A3","butyrophilin subfamily 3 member A3","Up",2.49629738737867
-0.674325,7.17175,-10.6167570651322,0.000157805404786722,0.00320396624788752,1.23122902762553,"RUNX1","RUNX family transcription factor 1","Not significant",2.49431206762944
1.73445,0.4218,10.6121006511447,0.000158128122406518,0.00320837526864065,1.22884284915554,"LOC107986872","uncharacterized LOC107986872","Up",2.49371484002373
-0.537575000000001,6.06086666666667,-10.6100272794972,0.000158272074327684,0.00320915372055745,1.22778002393908,"VEGFA","vascular endothelial growth factor A","Not significant",2.49360947941715
-0.474924999999998,7.93033333333333,-10.6070361173425,0.000158480024553652,0.00321122791085579,1.22624637826055,"HECTD1","HECT domain E3 ubiquitin protein ligase 1","Not significant",2.49332887010635
-0.566899999999999,6.14556666666667,-10.6037243908978,0.000158710643395013,0.00321375835799335,1.22454788242552,"BRD8","bromodomain containing 8","Not significant",2.49298678088174
1.173725,2.13408333333333,10.6019034454941,0.000158837620199402,0.00321418816800307,1.22361374940102,"NUAK2","NUAK family kinase 2","Up",2.4929287019556
-1.2672,2.8868,-10.60024309347,0.00015895350486696,0.00321439309842074,1.22276186431311,"ZBED3","zinc finger BED-type containing 3","Down",2.49290101306254
1.02715,3.79916666666667,10.5795528060644,0.000160406130367294,0.00323870121070653,1.21213534782963,"CCDC159","coiled-coil domain containing 159","Up",2.48962911636985
-0.736125000000001,6.76405,-10.5794251885808,0.000160415139446472,0.00323870121070653,1.21206974118865,"S100A14","S100 calcium binding protein A14","Not significant",2.48962911636985
1.653675,-1.6786,10.5785742545503,0.000160475226140818,0.00323870121070653,1.21163226647543,"NAT8","N-acetyltransferase 8 (putative)","Up",2.48962911636985
0.558374999999999,6.5431,10.5742822105183,0.000160778710561036,0.00324012106725365,1.20942515941282,"DBNDD1","dysbindin domain containing 1","Not significant",2.48943876205947
0.703275,3.8158,10.5733570278259,0.000160844219110794,0.00324012106725365,1.20894928715791,"PGGHG","protein-glucosylgalactosylhydroxylysine glucosidase","Not significant",2.48943876205947
1.31885,1.90288333333333,10.5730581137861,0.000160865390882601,0.00324012106725365,1.20879553064453,"C15orf48","chromosome 15 open reading frame 48","Up",2.48943876205947
-0.524000000000002,7.04031666666667,-10.5698675187199,0.000161091585852363,0.00324252825191836,1.20715407842913,"PPL","periplakin","Not significant",2.48911623125042
0.490825,5.73196666666667,10.5579999174781,0.000161936287000364,0.00325737359833822,1.20104439269916,"MAP2K4","mitogen-activated protein kinase kinase 4","Not significant",2.48713242798968
0.523100000000001,6.59488333333333,10.5558921311697,0.00016208686820824,0.00325824621185267,1.19995856623898,"SNRPA1","small nuclear ribonucleoprotein polypeptide A'","Not significant",2.48701610099472
0.840475000000001,3.34821666666667,10.553153239972,0.00016228278686321,0.00326002843616682,1.19854731268689,"FAM76A","family with sequence similarity 76 member A","Not significant",2.48677861170615
-0.764624999999998,5.72755,-10.5512150857716,0.000162421598774309,0.00326010606316223,1.19754843650041,"ZNF518A","zinc finger protein 518A","Not significant",2.48676827051587
0.519075000000003,7.2141,10.5501049151717,0.000162501174103138,0.00326010606316223,1.19697620242031,"PRSS8","serine protease 8","Not significant",2.48676827051587
0.509075000000001,5.04618333333333,10.5448237386674,0.000162880361797579,0.00326555786047204,1.19425323840046,"IPO13","importin 13","Not significant",2.48604261683015
-0.796774999999998,5.02311666666667,-10.5370636466508,0.000163439462864521,0.00327460714192765,1.19024975744901,"ANXA6","annexin A6","Not significant",2.48484079531406
-0.614599999999997,6.38161666666667,-10.5335744640906,0.000163691602531508,0.00327749839745892,1.18844873694853,"AIF1L","allograft inflammatory factor 1 like","Not significant",2.4844575119872
-0.548824999999999,6.93996666666667,-10.5315198368646,0.000163840294860687,0.00327831594601429,1.18738792485471,"SETD1B","SET domain containing 1B, histone lysine methyltransferase","Not significant",2.48434919384105
-0.502124999999999,6.52485,-10.5232071037189,0.000164443539460704,0.00328667913122634,1.18309398545473,"M6PR","mannose-6-phosphate receptor, cation dependent","Not significant",2.48324269273609
0.537275000000001,6.70248333333333,10.5227809987797,0.000164474533085321,0.00328667913122634,1.18287379278717,"ZWINT","ZW10 interacting kinetochore protein","Not significant",2.48324269273609
0.475199999999999,8.75125,10.5195051258767,0.000164713044651177,0.00328852696410329,1.18118067506607,"GPI","glucose-6-phosphate isomerase","Not significant",2.48299859281544
1.089325,0.891016666666667,10.5185399485685,0.00016478339693128,0.00328852696410329,1.18068173107345,"ADAM19","ADAM metallopeptidase domain 19","Up",2.48299859281544
-2.018125,2.43818333333333,-10.5042872602589,0.000165826491041173,0.00330648764534298,1.17330871543673,"PABPC4L","poly(A) binding protein cytoplasmic 4 like","Down",2.48063309569382
0.618950000000001,4.35313333333333,10.5032738955593,0.000165900956081728,0.00330648764534298,1.17278412686438,"TOM1","target of myb1 membrane trafficking protein","Not significant",2.48063309569382
-0.484149999999998,7.19338333333333,-10.4985701286322,0.000166247128476158,0.00330675636527456,1.17034848729377,"TET3","tet methylcytosine dioxygenase 3","Not significant",2.48059780179469
0.546775000000001,3.68206666666667,10.4982689650807,0.000166269322022541,0.00330675636527456,1.17019250704997,"HEATR3","HEAT repeat containing 3","Not significant",2.48059780179469
-0.808699999999999,3.31331666666667,-10.4970683854374,0.000166357831274485,0.00330675636527456,1.16957065344213,"ZSCAN18","zinc finger and SCAN domain containing 18","Not significant",2.48059780179469
1.479025,0.721516666666667,10.4965961804928,0.000166392658699964,0.00330675636527456,1.16932605080813,"EPHA3","EPH receptor A3","Up",2.48059780179469
-1.55055,1.26355,-10.4957048746763,0.00016645842070376,0.00330675636527456,1.16886432454366,"CTSE","cathepsin E","Down",2.48059780179469
0.494825000000001,4.63483333333333,10.4930263681592,0.000166656233013672,0.00330852354423093,1.16747654056361,"MCRIP2","MAPK regulated corepressor interacting protein 2","Not significant",2.48036577046781
0.763225,3.87491666666667,10.4896442979484,0.000166906407677359,0.00331132725518645,1.16572373844781,"HMOX1","heme oxygenase 1","Not significant",2.47999789623423
-0.519574999999998,7.28506666666667,-10.4676187175071,0.000168546724805145,0.00334168894568008,1.15429533010514,"SMARCC1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1","Not significant",2.47603397797996
-0.61345,5.23398333333333,-10.4599674456046,0.000169121060863444,0.00335089017202316,1.15031988440364,"TMEM18","transmembrane protein 18","Not significant",2.47483980626379
-0.813249999999998,4.94858333333333,-10.4518885440599,0.000169730046549342,0.00335699396988293,1.1461192047478,"TLN2","talin 2","Not significant",2.47404943886784
0.4687,6.26631666666667,10.450950570869,0.00016980092103906,0.00335699396988293,1.14563129630737,"HSDL1","hydroxysteroid dehydrogenase like 1","Not significant",2.47404943886784
0.881575,0.785866666666667,10.4492666940292,0.000169928246081096,0.00335699396988293,1.14475528285464,"LOC124903390","uncharacterized LOC124903390","Not significant",2.47404943886784
0.511675000000001,5.62511666666667,10.4466570245668,0.000170125800566568,0.00335699396988293,1.1433973696352,"COBLL1","cordon-bleu WH2 repeat protein like 1","Not significant",2.47404943886784
0.539600000000004,8.15738333333333,10.4461019853027,0.000170167853092361,0.00335699396988293,1.14310851877907,"H2AX","H2A.X variant histone","Not significant",2.47404943886784
-1.38765,2.07185,-10.4448641531374,0.000170261682311294,0.00335699396988293,1.14246427881698,"LOC124903628","uncharacterized LOC124903628","Down",2.47404943886784
0.490850000000003,7.04003333333333,10.4442794658723,0.000170306023912459,0.00335699396988293,1.14215994790184,"NADSYN1","NAD synthetase 1","Not significant",2.47404943886784
-0.5421,5.78455,-10.4441912350601,0.0001703127163769,0.00335699396988293,1.14211402215722,"CHST15","carbohydrate sulfotransferase 15","Not significant",2.47404943886784
0.686275000000001,5.87221666666667,10.4390782172105,0.000170701087293466,0.00336139226623489,1.13945196397282,"NUCB2","nucleobindin 2","Not significant",2.47348080347202
0.529075,7.78461666666667,10.4383426531929,0.000170757046096818,0.00336139226623489,1.13906889409292,"ARPC3","actin related protein 2/3 complex subunit 3","Not significant",2.47348080347202
1.022625,3.04385,10.4354772131378,0.000170975247372551,0.00336350917064163,1.137576370881,"LOC100419583","ring finger protein 4 pseudogene","Up",2.47320738387129
-0.490424999999998,6.94455,-10.4290536741183,0.000171465611850022,0.00337023616458978,1.13422910262611,"ARPC5","actin related protein 2/3 complex subunit 5","Not significant",2.4723396654834
0.689775000000001,2.7809,10.4280946587279,0.000171538966461156,0.00337023616458978,1.1337291948562,"AMIGO3","adhesion molecule with Ig like domain 3","Not significant",2.4723396654834
-1.27725,2.9892,-10.4252833259769,0.000171754220918024,0.00337072908899223,1.13226347068378,"RUNX2","RUNX family transcription factor 2","Down",2.47227615103397
0.586175,6.66458333333333,10.4248467432673,0.000171787677669225,0.00337072908899223,1.13203581854494,"CERCAM","cerebral endothelial cell adhesion molecule","Not significant",2.47227615103397
-0.590574999999998,5.34788333333333,-10.4231036478312,0.000171921334669099,0.00337072908899223,1.13112680546138,"MSL2","MSL complex subunit 2","Not significant",2.47227615103397
-0.45665,4.38706666666667,-10.4219786952102,0.000172007659966669,0.00337072908899223,1.130540072089,"HEIH","hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA","Not significant",2.47227615103397
-0.574649999999998,7.1933,-10.41490300867,0.000172551819232975,0.00337921391350969,1.1268482576846,"SPTBN1","spectrin beta, non-erythrocytic 1","Not significant",2.47118431532296
0.793049999999999,3.6075,10.4094084430144,0.00017297580629879,0.00338138181410649,1.12397974224668,"CDH26","cadherin 26","Not significant",2.47090578741308
-0.559874999999998,6.33045,-10.4093202187561,0.000172982624292714,0.00338138181410649,1.12393367162911,"NBPF6","NBPF member 6","Not significant",2.47090578741308
-0.637374999999999,5.30603333333333,-10.4078041636554,0.000173099835806568,0.00338138181410649,1.12314193041726,"PTPN9","protein tyrosine phosphatase non-receptor type 9","Not significant",2.47090578741308
0.599125000000002,6.34986666666667,10.4077047570991,0.000173107524601885,0.00338138181410649,1.12309001267872,"LGALS1","galectin 1","Not significant",2.47090578741308
-1.3957,0.821283333333333,-10.4057974320131,0.000173255129769113,0.00338209146705358,1.1220937684901,"LOC105372579","uncharacterized LOC105372579","Down",2.47081465129195
1.070925,3.66215,10.4021465039069,0.000173538091151019,0.00338321932951173,1.12018630552202,"TTLL7","tubulin tyrosine ligase like 7","Up",2.47066984657826
0.549725000000001,7.83713333333333,10.4008602369199,0.00017363791395572,0.00338321932951173,1.11951412915747,"ZNF185","zinc finger protein 185 with LIM domain","Not significant",2.47066984657826
0.855775,0.508316666666667,10.4007452215696,0.000173646843259798,0.00338321932951173,1.11945402062818,"LOC107985897","uncharacterized LOC107985897","Not significant",2.47066984657826
-1.0856,3.43806666666667,-10.3963320272149,0.000173989881338581,0.00338773123216197,1.11714714365935,"RUBCNL","rubicon like autophagy enhancer","Down",2.47009105200693
0.537600000000001,3.71105,10.3917335832943,0.000174348183960376,0.00338952737046635,1.11474242887554,"H2BC8","H2B clustered histone 8","Not significant",2.46986085480823
0.56805,4.7516,10.3916490193261,0.000174354781317981,0.00338952737046635,1.11469819731476,"MAP3K10","mitogen-activated protein kinase kinase kinase 10","Not significant",2.46986085480823
1.877325,2.8725,10.3908556986512,0.00017441668774789,0.00338952737046635,1.11428323051596,"LGALS9","galectin 9","Up",2.46986085480823
-0.5177,5.49556666666667,-10.386836938661,0.000174730695260091,0.00339345990526212,1.11218064578839,"ZNF623","zinc finger protein 623","Not significant",2.46935727776065
-1.1588,6.05711666666667,-10.38509957713,0.000174866654637954,0.00339393173759002,1.11127142886841,"ERRFI1","ERBB receptor feedback inhibitor 1","Down",2.46929689692881
-0.492175000000001,9.48523333333333,-10.3809169861209,0.000175194489256273,0.00339812463717623,1.10908194419172,"SYTL2","synaptotagmin like 2","Not significant",2.4687606960246
-0.673924999999999,5.10186666666667,-10.3762229177329,0.000175563292170022,0.00340310631518855,1.10662370180463,"SH3BGRL2","SH3 domain binding glutamate rich protein like 2","Not significant",2.46812448305861
0.5068,4.97226666666667,10.3735831973928,0.000175771098405012,0.00340430178262344,1.10524083308868,"ACOX3","acyl-CoA oxidase 3, pristanoyl","Not significant",2.46797194778876
0.674200000000002,3.93486666666667,10.3725948889476,0.000175848976729578,0.00340430178262344,1.10472300137749,"PPFIA4","PTPRF interacting protein alpha 4","Not significant",2.46797194778876
0.532850000000002,5.84133333333333,10.3707746005167,0.000175992523091771,0.00340491199672266,1.10376912313048,"KITLG","KIT ligand","Not significant",2.46789410837136
-0.670525,5.32638333333333,-10.3606870749772,0.00017679056885063,0.0034178352543091,1.09848007594579,"PRAG1","PEAK1 related, kinase-activating pseudokinase 1","Not significant",2.46624887487123
0.499325000000001,7.14223333333333,10.3572023127672,0.000177067264020058,0.0034178352543091,1.09665180893198,"RAP2C","RAP2C, member of RAS oncogene family","Not significant",2.46624887487123
-0.666474999999998,5.10548333333333,-10.3570282310777,0.000177081099974426,0.0034178352543091,1.09656046212455,"C12orf57","chromosome 12 open reading frame 57","Not significant",2.46624887487123
-0.55555,5.93153333333333,-10.3566608668549,0.000177110302215465,0.0034178352543091,1.09636768830068,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","Not significant",2.46624887487123
-0.801374999999999,2.61205,-10.3498977972868,0.000177648940394318,0.00342605450148789,1.09281760175461,"LOC124906300","uncharacterized LOC124906300","Not significant",2.46520573258266
0.534525000000001,5.8529,10.34033126711,0.000178414216616271,0.00343863138860807,1.08779210310463,"AP1M1","adaptor related protein complex 1 subunit mu 1","Not significant",2.46361437680187
-0.467549999999999,7.7258,-10.3323137187615,0.000179058628734009,0.0034488643610529,1.0835768714611,"AFF4","ALF transcription elongation factor 4","Not significant",2.46232388548318
0.66475,3.18436666666667,10.3271329774035,0.000179476516752289,0.00345472403430593,1.08085141986165,"ACTR3B","actin related protein 3B","Not significant",2.46158663864141
-0.464725,6.83133333333333,-10.3167618718926,0.000180316588831829,0.00346869772212317,1.07539150245115,"TRIM44","tripartite motif containing 44","Not significant",2.45983354487797
0.597400000000001,6.88891666666667,10.3139096117475,0.000180548451621539,0.00347096118822585,1.07388899158941,"ZDHHC12","zinc finger DHHC-type palmitoyltransferase 12","Not significant",2.45955024251804
-0.591599999999999,6.1027,-10.3084999234019,0.000180989193020745,0.00347661835083945,1.07103818383379,"MISP","mitotic spindle positioning","Not significant",2.45884298179925
1.334425,1.82606666666667,10.3074915625189,0.000181071489418268,0.00347661835083945,1.07050663694494,"TDH-AS1","TDH antisense RNA 1","Up",2.45884298179925
0.495,6.88985,10.3060041447689,0.000181192965517229,0.00347675441536027,1.06972246901365,"ARL1","ADP ribosylation factor like GTPase 1","Not significant",2.45882598513517
-0.512575000000001,7.18538333333333,-10.3037121324661,0.000181380343540414,0.0034770632130747,1.06851390520108,"ASH1L","ASH1 like histone lysine methyltransferase","Not significant",2.45878741376311
3.52665,1.38815,10.3030091838357,0.000181437857996199,0.0034770632130747,1.06814319300299,"APOL6","apolipoprotein L6","Up",2.45878741376311
-0.647349999999999,4.56763333333333,-10.2968909343314,0.00018193937092632,0.00348447715181762,1.06491560098885,"ZNF776","zinc finger protein 776","Not significant",2.45786237886171
0.517225000000001,5.53976666666667,10.2936717126808,0.00018220391798974,0.00348734627416887,1.06321660838418,"ZMYND19","zinc finger MYND-type containing 19","Not significant",2.45750492744641
-0.533349999999999,7.26328333333333,-10.2921320373493,0.000182330607476874,0.00348757487957968,1.06240384114012,"ERMP1","endoplasmic reticulum metallopeptidase 1","Not significant",2.45747645914798
-0.665024999999997,5.45375,-10.2900869898607,0.000182499044011868,0.00348762903069104,1.06132411630622,"ALDH7A1","aldehyde dehydrogenase 7 family member A1","Not significant",2.45746971596766
-2.1671,0.430566666666667,-10.2893118822346,0.000182562933073286,0.00348762903069104,1.06091482844492,"AMER2","APC membrane recruitment protein 2","Down",2.45746971596766
0.531025000000002,6.71546666666667,10.2808060598695,0.000183265799627251,0.00349885723233082,1.05642146713145,"PPP1R16A","protein phosphatase 1 regulatory subunit 16A","Not significant",2.45607377814467
0.449275000000002,8.20666666666667,10.279318653849,0.000183389042434332,0.00349901227605091,1.05563535007848,"PSMC5","proteasome 26S subunit, ATPase 5","Not significant",2.45605453382123
2.06885,0.244333333333333,10.274668358035,0.000183774996156445,0.00350334235771578,1.0531768921552,"LRTM2","leucine rich repeats and transmembrane domains 2","Up",2.45551741997559
-0.455549999999997,7.87345,-10.2738078918358,0.000183846517752079,0.00350334235771578,1.05272187494274,"CACNG4","calcium voltage-gated channel auxiliary subunit gamma 4","Not significant",2.45551741997559
0.564000000000002,6.16255,10.2656080886858,0.000184529759429686,0.00351415883966533,1.04838395691215,"RHOD","ras homolog family member D","Not significant",2.45417861232532
-0.895350000000001,4.31465,-10.2605729124513,0.000184950820361895,0.00351970918755521,1.04571856362122,"SORCS2","sortilin related VPS10 domain containing receptor 2","Not significant",2.45349321818594
0.553575,6.6975,10.2582511270424,0.000185145365134287,0.00351970918755521,1.04448909308385,"TRIP6","thyroid hormone receptor interactor 6","Not significant",2.45349321818594
-0.460749999999997,7.27643333333333,-10.2568360147611,0.00018526405920713,0.00351970918755521,1.04373960822494,"RHBDD1","rhomboid domain containing 1","Not significant",2.45349321818594
-0.526124999999999,7.3504,-10.2565933603741,0.000185284421270262,0.00351970918755521,1.04361108139626,"SLC2A1","solute carrier family 2 member 1","Not significant",2.45349321818594
0.513399999999998,6.64446666666667,10.2550557152489,0.000185413513392774,0.00351996147786382,1.04279656855862,"CDK2","cyclin dependent kinase 2","Not significant",2.45346208937491
2.0074,-0.610883333333333,10.2523868873255,0.000185637829485163,0.00352202009324097,1.04138257356951,"CYP26A1","cytochrome P450 family 26 subfamily A member 1","Up",2.45320817069731
-0.564449999999999,5.8483,-10.2487004937112,0.000185948207858094,0.00352570794113469,1.03942887224532,"ATF7","activating transcription factor 7","Not significant",2.45275366617367
0.706825,5.39991666666667,10.239695990836,0.000186708968321692,0.00353792542591615,1.03465386265016,"LGR4","leucine rich repeat containing G protein-coupled receptor 4","Not significant",2.45125132559657
0.534400000000002,6.91011666666667,10.2269325260512,0.000187793716024741,0.00355348277965272,1.02787860277164,"TEX2","testis expressed 2","Not significant",2.44934578482826
-0.512200000000001,5.25193333333333,-10.225451334231,0.000187920089092653,0.00355348277965272,1.02709181317313,"FHIP2A","FHF complex subunit HOOK interacting protein 2A","Not significant",2.44934578482826
0.469424999999999,5.2426,10.2253165712437,0.000187931591929319,0.00355348277965272,1.0270202234243,"CDC45","cell division cycle 45","Not significant",2.44934578482826
0.564075,3.07255,10.2245429526106,0.000187997641300308,0.00355348277965272,1.02660923874863,"MCEE","methylmalonyl-CoA epimerase","Not significant",2.44934578482826
-0.656174999999999,5.2905,-10.2178380089831,0.000188571258086467,0.00356210989327538,1.02304598982272,"SHROOM2","shroom family member 2","Not significant",2.44829268641491
1.58415,0.7166,10.2162133636382,0.000188710564376457,0.00356252726314164,1.02218225727873,"PAH","phenylalanine hydroxylase","Up",2.44824180342226
2.972875,-3.26278333333333,10.2072789309166,0.00018947886233438,0.00357481101290574,1.01742996763621,"LOC105374147","uncharacterized LOC105374147","Up",2.44674691280603
-0.465075,8.02,-10.204764772428,0.00018969573804581,0.00357516346822727,1.01609194964223,"PGR","progesterone receptor","Not significant",2.44670409603744
0.594975000000002,6.57345,10.2043354906366,0.000189732798389504,0.00357516346822727,1.015863457225,"NINJ1","ninjurin 1","Not significant",2.44670409603744
-0.943249999999998,3.53951666666667,-10.2024407608794,0.000189896476144936,0.00357603066663519,1.01485484553417,"ZNF605","zinc finger protein 605","Not significant",2.44659876552116
1.685125,2.00511666666667,10.1992715906803,0.000190170626078706,0.00357897585698836,1.01316741627503,"LOC124902973","uncharacterized LOC124902973","Up",2.44624123125853
0.705975000000001,4.85025,10.1975410774744,0.000190320524921022,0.00357958046686235,1.01224578992294,"TRAF5","TNF receptor associated factor 5","Not significant",2.44616787045204
-0.596124999999999,5.17563333333333,-10.1945752239569,0.000190577759847814,0.00358220187558099,1.01066590486971,"ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","Not significant",2.44584994305974
2.33435,1.27178333333333,10.1925633824191,0.000190752488571328,0.00358327017159267,1.00959396322163,"BTN3A1","butyrophilin subfamily 3 member A1","Up",2.44572044564121
0.452375000000002,6.77758333333333,10.1909083248795,0.000190896374584377,0.0035837581279293,1.00871196986287,"MFSD14B","major facilitator superfamily domain containing 14B","Not significant",2.44566130906859
-0.495274999999997,6.16441666666667,-10.1889722437893,0.000191064857190059,0.00358430715954295,1.00768004264198,"GCC2","GRIP and coiled-coil domain containing 2","Not significant",2.44559478026588
-0.458149999999998,6.65596666666667,-10.1875564431176,0.000191188176574064,0.00358430715954295,1.00692530489553,"RAP1A","RAP1A, member of RAS oncogene family","Not significant",2.44559478026588
1.202,-0.191516666666667,10.1865097842324,0.000191279404250137,0.00358430715954295,1.00636728536467,"LOC145474","uncharacterized LOC145474","Up",2.44559478026588
-0.566624999999998,6.81095,-10.182134192839,0.000191661350185341,0.00358747369232198,1.00403387175387,"MTSS1","MTSS I-BAR domain containing 1","Not significant",2.4452112750165
0.511300000000004,8.47976666666667,10.1818698568061,0.000191684453389843,0.00358747369232198,1.0038928759791,"PTTG1IP","PTTG1 interacting protein","Not significant",2.4452112750165
0.497100000000001,5.98395,10.175633845854,0.000192230456186154,0.0035929599528085,1.00056559556261,"TMEM165","transmembrane protein 165","Not significant",2.44454762342191
0.594500000000002,6.32123333333333,10.1756017390789,0.000192233272162307,0.0035929599528085,1.00054845964809,"PITPNB","phosphatidylinositol transfer protein beta","Not significant",2.44454762342191
1.9911,1.734,10.1744737977068,0.000192332231467376,0.0035929599528085,0.999946425902062,"DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1","Up",2.44454762342191
0.482575000000002,8.05296666666667,10.1714405305023,0.000192598656632919,0.00359365362960957,0.998327115792073,"DYNC2I2","dynein 2 intermediate chain 2","Not significant",2.44446378421046
-0.7607,4.58391666666667,-10.1704996216197,0.000192681390699031,0.00359365362960957,0.997824717493719,"PRICKLE2-AS1","PRICKLE2 antisense RNA 1","Not significant",2.44446378421046
-0.667775,6.18876666666667,-10.1677576595327,0.000192922734430604,0.00359365362960957,0.99636039298885,"PATJ","PATJ crumbs cell polarity complex component","Not significant",2.44446378421046
-1.158425,1.57661666666667,-10.1645379822347,0.000193206588861364,0.00359365362960957,0.994640465530916,"ZNF568","zinc finger protein 568","Down",2.44446378421046
-0.59965,5.72038333333333,-10.1577751492849,0.000193804448710831,0.00359365362960957,0.991026112021812,"NHERF2","NHERF family PDZ scaffold protein 2","Not significant",2.44446378421046
0.492075000000001,5.62085,10.1574816692629,0.000193830443630361,0.00359365362960957,0.990869211327764,"RIMKLB","ribosomal modification protein rimK like family member B","Not significant",2.44446378421046
0.6223,4.94196666666667,10.1554230214003,0.000194012905415525,0.00359365362960957,0.989768492184744,"SEC22C","SEC22 homolog C, vesicle trafficking protein","Not significant",2.44446378421046
0.535850000000002,6.12553333333333,10.1528863753872,0.000194238016375213,0.00359365362960957,0.988411902956177,"TRAPPC1","trafficking protein particle complex subunit 1","Not significant",2.44446378421046
-0.495775,7.69753333333333,-10.1513083004852,0.000194378218361848,0.00359365362960957,0.987567790455063,"CLIC4","chloride intracellular channel 4","Not significant",2.44446378421046
-1.331175,0.94445,-10.1474900731998,0.000194717946021755,0.00359365362960957,0.985524900502833,"ELFN2","extracellular leucine rich repeat and fibronectin type III domain containing 2","Down",2.44446378421046
0.582725,7.19498333333333,10.1461249952582,0.000194839576883912,0.00359365362960957,0.984794355838172,"JPT1","Jupiter microtubule associated homolog 1","Not significant",2.44446378421046
0.667175,4.04318333333333,10.1378257394181,0.000195581018970326,0.00359365362960957,0.980350843054127,"MPV17L2","MPV17 mitochondrial inner membrane protein like 2","Not significant",2.44446378421046
-0.7033,6.89298333333333,-10.1372375469675,0.000195633695396567,0.00359365362960957,0.980035786299878,"EIF3L","eukaryotic translation initiation factor 3 subunit L","Not significant",2.44446378421046
-1.82445,1.042,-10.1350450059611,0.000195830201528028,0.00359365362960957,0.978861229406258,"CEMIP","cell migration inducing hyaluronidase 1","Down",2.44446378421046
0.459900000000001,5.5683,10.1264336486753,0.000196604286746025,0.00359365362960957,0.974245722417379,"ZC2HC1A","zinc finger C2HC-type containing 1A","Not significant",2.44446378421046
-0.827374999999999,4.51046666666667,-10.1260013663297,0.000196643241737386,0.00359365362960957,0.974013929202348,"PKP2","plakophilin 2","Not significant",2.44446378421046
-0.496075,4.42768333333333,-10.1233856381752,0.000196879154802054,0.00359365362960957,0.972611153158185,"KLC4","kinesin light chain 4","Not significant",2.44446378421046
1.08045,3.98465,10.1229548618363,0.000196918039146744,0.00359365362960957,0.972380100983489,"FLRT3","fibronectin leucine rich transmembrane protein 3","Up",2.44446378421046
0.498450000000002,6.45255,10.1210308103086,0.00019709182753164,0.00359365362960957,0.97134799754596,"FARSA","phenylalanyl-tRNA synthetase subunit alpha","Not significant",2.44446378421046
-0.487174999999997,6.52901666666667,-10.1188249837698,0.000197291293332914,0.00359365362960957,0.970164512946173,"NF1","neurofibromin 1","Not significant",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"LOC100505555","uncharacterized LOC100505555","Down",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"FBXO38-DT","FBXO38 divergent transcript","Down",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"DIRC3-AS1","DIRC3 antisense RNA 1","Down",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"LOC105374349","uncharacterized LOC105374349","Down",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"LOC105378937","uncharacterized LOC105378937","Down",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"LOC107985090","uncharacterized LOC107985090","Down",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"LOC124901098","uncharacterized LOC124901098","Down",2.44446378421046
-1.9159,-4.60606666666667,-10.1118188946635,0.0001979264386381,0.00359365362960957,0.966403923207974,"LINC02949","long intergenic non-protein coding RNA 2949","Down",2.44446378421046
